Q, A
내가 좋아하는 사람이 내를 좋아하는지 안 좋아하는지 통 모르겠네., 주위에 물어보는 건 어떻노.
내가 좋아하는 사람이 내를 좋아하는지 안 좋아하는지 통 모르겠네., 주위 사람들한테 슬쩍 물어보는 건 우야쓸까예?
내가 좋아하는 사람이 내를 좋아하는지 안 좋아하는지 통 모르겠네., 주위 사람들한테 슬쩍 물어보는 건 우떻노?
내가 좋아하는 사람이 나를 창피해하는 거 같애., 참 속상한 일이네예.
내가 좋아하는 사람이 내를 좋아해 준다는 건 진짜 기적 같은 일이더라예., 그런 게 행복 아인교.
내가 좋아하는 사람이 날 좋아했으믄 좋겠네., 그런 일이 생기믄 참말로 좋겠네예.
내가 좋아하는 사람이 누구를 좋아하는지 궁금하네., 주변 사람들한테 물어보믄 알 수 있지 않을까예?
내가 좋아하는 사람이 누구를 좋아하는지 궁금하네., 주변 사람들한테 물어보믄 알 수 있지 않겠노?
내가 좋아하는 사람이 누군지 점점 헷갈리네., 결정적인 감정의 변화가 없었나 봐요.
내가 좋아하는 사람이 다른 사람을 좋아하는데 자괴감이 드네., 너무 자책하지 마이소.
내가 좋아하는 사람이 다른 사람을 짝사랑 하네. 도와줘야 할까., 도와주다 마음이 더 다칠끼라요.
내가 좋아하는 사람이 다른 사람을 짝사랑 하네. 도와줘야 할까., 도와주다 마음이 더 다칠끼다.
내가 좋아하는 사람이 유명해지믄 기분이 우짤꼬., 좋으면서도 서운하지 않을까예.
내가 좋아하는 사람이랑 나이 차이가 많이 나는데 괜찮을까?, 나이 차이는 중요하지 않아요.
내가 좋아하는 사람이랑 나이 차이가 많이 나는데 괜찮을까?, 나이 차이는 별 거 아입니더. 맘만 잘 맞으면 되는 기라요.
내가 좋아하는 사람이랑 나이 차이가 많이 나는데 괜찮을까?, 나이 차이는 별 거 아이다. 맘만 잘 맞으면 되는 기제.
내가 좋아하는 애가 날 좋아하는 거 같으믄 갑자기 정 떨어지고 뭔가 싫어지네, 어떤 심리일까예.
내가 좋아하는 애가 유학 간다 카네., 정말 섭섭한 기분이겠네요.
내가 좋아하는 애를 내 친구가 계속 욕하는 기 맘에 안 드네., 특별한 이유가 없다면 서운함을 전해 보이소.
내가 좋아하는 애를 내 친구가 좋아하는 기 맘에 안 드네., 딱 질투네예.
내가 좋아하는 여자애를 따라 좋아하는 애가 있음., 먼저 좋아하고 있었을지도 몰라요.
내가 좋아하는 걸 그 사람이 알았으믄 좋겠네., 마음을 조금씩 전해 보이소.
내가 좋아하는지 그 애가 아예 모르네., 조금은 티를 내 봐야지요.
내가 좋아할 자격이 있나 모르겠네., 그냥 좋아하믄 돼요.
내가 좋아할 자격이 있나 모르겠네., 좋아하는데 자격은 읎다.
내가 이 사람 좋아해도 되나 싶네예., 누구든 좋아할 권리가 있어요.
내가 이래 좋아해도 되나 싶다아이가., 좋아하는데 자격은 없어요.
내 진짜 둔한데 내를 좋아하는지 모르겠네., 직접적으로 물어보는 기 좋겠어요.
내 진짜 둔한데 내를 좋아하는지 모르겠네., 이럴 땐 그냥 슬쩍 물어보는 기 제일 속 편할 낍니더.
내 진짜 둔한데 내를 좋아하는지 모르겠네., 이럴 땐 그냥 슬쩍 물어보는 기 제일 속 편할끼다.
내가 집착하는 걸까?, 집착일 수도 있겠어요.
내가 첫 연애라 카네, 더 잘해 주이소.
내가 첫사랑이라 카네, 그 사람한테 잘해 주이소.
내가 할 만큼 다 해준다 캐도, 계속 불만이 있네예., 서로 기대하는 게 좀 다른 기 같은데예.
내가 친절하니께 쉬워 보이나?, 그런 사람 만나지 마이소.
내가 좀 잘해주니께 만만하게 보는 기가?, 그런 사람 만나지 마이소.
내가 해본 연애 중에 짝사랑인데 이루어진 연애는 없는 듯., 이제 그런 경우를 만들어 봐요.
내가 해주는 것도 없는데 내한테 너무 잘해주네, 뭘 해줘서 잘하는 기 아니라 곁에 존재해 주었다는 이유만으로 삶이 풍부해진 거 같애요.
내일 개강 총회인데 짝녀한테 우째 잘 보이지., 옆에서 잘 챙겨주믄 좋을 거 같애요.
내일 개강 총회인데 짝녀한테 우예 잘 보이지., 옆에서 잘 챙겨주믄 좋을 거 같애요.
내일 결혼식이라 카네, 아이고, 떨리겄다예. 진심으로 축하합니더.
내일 더 사랑해, 아주 달달하이 좋네요잉.
내일 만나자고 해 볼까?, 멋지게 데이트 신청 해 보이소.
내일 뭐 입고 나갈까, 날씨에 맞게 입는 기 좋을 거 같애요.
내일 짝남이랑 영화 보러 간데이., 좋은 시간 보내고 오이소.
내일 짝녀랑 영화 보러 갑니더., 많이 떨리겠어요.
낼 짝남한테 잘 보이고 싶은데예., 실수 안 하믄 잘 할끼라요.
낼 짝녀한테 잘 보이고 싶은데예, 실수 안 하믄 잘 할 끼라 생각해요.
그대 생각이 났네., 어머나.
그대도 썸 타나?, 나도 썸을 탑니더.
그대라서 행복해, 달콤한 말이예요.
그대를 사랑한 시간, 그 시간들이 중요하지요.
정말 많이 사랑하는데, 같이 살아도 될랑가 모르겠네예., 책임질 수 있다면 하고 싶은 대로 하이소.
정말 많이 사랑하는데, 같이 살아도 될랑가 모르겠네예., 책임질 수 있다면 하고 싶은 대로 해보이소.
가슴이 막 울렁거릴 정도로 설레네예, 부러워요. 자연스러운 현상이에요.
가슴이 막 울렁거릴 정도로 설레네예, 부럽다 마.
너무 예민한 여자친구, 너그럽게 봐 달라고 말해 보이소.
너무 잘해주믄 질려 하나?, 좋은 사람이라면 고마워할끼라요.
너무 잘해줬더이 당연한 줄 아네, 호의를 권리로 아는 사람 만나지 마이소.
너무 좋아서 절제가 안 되네., 자연스러운 기라예.
너무 좋아하믄 남친이 부담스러워 할까?, 너무 좋아해 주믄 사랑스러워 보일 거 같애요.
너무 좋아하믄 남친이 부담스러워 할까?,  그래도 사랑스러워 보일 낍니더.
너무 쿨한 남친이 고민이네., 쿨방망이로 때려 주이소.
남친이 너무 쿨해서 좀 고민이라예., 쿨방망이로 한 번 툭 때려 주이소~
너무 행복하네. 오래 갈 수 있을라나 모르겠네예., 노력하믄 가능할끼라요.
너무 행복하네. 오래 갈 수 있을라나 모르겠네예., 오래갈 수 있을끼라요.
그대랑 내가 인연이었으믄 좋겠네, 인연은 만들어 가는 기라요.
넘치는 사랑 받고 있네, 그대는 사랑 받을 만한 사람이에요.
노는 거 좋아하는 남자는 좋아하믄 힘들겠지?, 지금은 괜찮지만 힘들끼라요.
노는 거 좋아하는 사람은 좋아하믄 힘들끼라., 지금은 괜찮더라도 힘들끼라요.
노는 것 좋아하는 여자 이쁜데 좀 그러네., 자기 가치관에 상대를 속박하지 마이소.
놀러 다니기 좋아하는 남자 착하긴 한데 나랑은 안 맞는다고 생각이 드네., 안 맞는다면 정리하는 편이 좋을끼라요.
놀러 다니기 좋아하는 남자 착하긴 한데 나랑은 안 맞는다고 생각이 드네., 안 맞는다 싶음, 정리하는 게 나을 낍니더.
놓치고 싶지 않는 사람, 운명인가 봐요.
누가 날 좋아하는 걸 알믄 어떤 생각이 드노?, 처음엔 당황스러울끼라요.
누가 더 사랑할까?, 누가 더 사랑하는지는 중요하지 않아요.
누가 봐도 썸 타는 사이인데 연락이 없네., 먼저 연락하는 것도 좋을 거 같애요.
누구에게나 친절한 남자 위험하나?, 우째 하느냐에 달렸겠지요.
누구에게나 친절한 남자 위험하제?, 우째 하느냐에 달렸겠지요.
누군가를 좋아하는 기 과연 행복한 걸까., 행복하지만은 않겠지요.
누군가를 좋아하는 기 두렵네., 좋아하는 감정을 느낀다는 자체가 참 행복한 기라요.
누군가를 좋아하는 기 이래 힘들 줄 알았다믄 시작도 안 했을끼라., 후회하고 번복하게 되는 기 참 이상하지요.
누군가를 좋아한다는 건 정말 힘든 일이라요., 좋아하는 감정은 정말 복잡하고 힘들어요.
누군가를 좋아해 본 적이 없는데 문제가 있는 걸까?, 그건 전혀 문제 안 됩니더.
누군가를 짝사랑하게 되는 기 두렵네., 이제 짝사랑 말고 둘이서 하는 사랑하이소.
눈 뜨믄 생각나는 사람, 깊은 사랑에 빠지셨군요.
눈에서 멀어져도 좋아하는 건 우짤꼬?, 생각에서 멀어지지 않았나 보네.
눈에서 멀어져도 좋아하는 건 우얄꼬?, 생각에서 멀어지지 않았나 보네.
눈에서 멀어져도 좋아하는 건 우짜노?, 생각에서 멀어지지 않았나 보네.
눈에서 멀어져도 좋아하는 건 우야노?, 생각에서 멀어지지 않았나 보네.
눈을 감아도 보고 싶네, 상사병 걸리기 전에 찾아가 보이소.
눈이 자꾸 마주치네, 자꾸 시선을 마주쳐 보이소.
다 맞춰주고 싶은 거 보이, 진짜 사랑하는 기네., 정말 사랑하고 있나 봐요.
다 잊었는데 다시 그녀가 나타났네, 마음이 혼란스럽겠어요.
다 잘 맞는데 가치관이 다른 연애가 고민이네., 다 잘 맞는데 가치관이 좀 다르다 카니 고민되겠네. 가치관이 참 중요한 기라예.
다니던 회사를 그만두고 일 년간 여행을 가자 카네., 큰 용기가 필요하겠네요.
다들 우리 잘 어울린다 카네, 잘 어울리는 한 쌍이에요.
다른 사람은 잘만 하는 연애, 서툰 연애도 연애라요.
다시 만나서 사랑할 수 있을까?, 진정으로 사랑한다면 다시 시작해 보이소.
다시 사랑이 오겠제?, 충분히 좋은 사람 만날 수 있을끼라요.
다시 썸 타는 방법, 천천히 다시 다가가 보이소.
다시 웃게 해준 사람, 그 사람이 그대 홈닥터군요.
다시 태어나도 만나고 싶은 사람, 말로만 들어도 좋겠네요.
다썸이 뭐꼬?, 여러 사람이랑 썸 타는 기요.
다썸이 뭐노?, 여러 사람이랑 썸 타는 기요.
다정한 사람 만나고 싶네, 그런 사람 만나길 바랄게요.
단 하루도 그대를 사랑하지 않은 날이 없었네, 멋진 말이네요.
단둘이 놀자, 봄꽃 구경 가는 걸 추천합니더.
단톡방에서 내 톡에만 답장하네. 썸 각인가?, 호감이 있을 수도 있어요. 그치만 좀 더 상황을 지켜 보이소.
답 프로포즈 해 볼까?, 정말 좋아할끼라요.
남친이 무덤덤한 기 고민이네예., 감정에 솔직해질 수 있도록 차근차근 변화시켜 보이소.
대출 엄청 끼고 집 사노?, 갚을 능력이 되는지 잘 생각해 보이소.
대출 끼고 집 사는 기 맞나?, 갚을 능력이 되는지 잘 생각해 보이소.
대학교 고학번 선배랑 썸 타도 되나?, 학번이 뭔 대수라꼬예.
대학교에서 첫사랑 다시 만났네., 운명적인 만남이네요.
대화가 안 통하네, 서로 더 이해해 보이소.
대화가 잘 통하는 사람이라예, 그런 사람 놓치지 마이소.
댄디한 남자 사귀고 싶네, 그런 사람 만나기를 바랄게예.
더 사랑하고 싶네, 감정에 솔직한 모습이 보기 좋네예.
더 사랑해 달라고 말해 볼까?, 귀여울 거 같애요.
더 사랑해 달래, 더 많이 표현해 주이소.
더 사랑해 줘, 사랑합니더!
더 알고 싶어지는 사람이라예, 자세히 관찰해 보이소.
덜 좋아하는 기 답인 거 같애., 그리 하는 편이 덜 상처받겠지요.
데이트 계획을 너무 나만 짜는 거 같애., 데이트 계획 짜오라고 해 보이소.
데이트 비용은 보통 우째 내노?, 같이 내는 기 좋지요.
데이트 비용은 보통 우예 내노?, 같이 내는 기 좋지요.
데이트 장소, 영화관, 공원, 놀이동산, 바다, 산, 축제, 도서관 등 엄청 많제.
데이트 장소가 항상 고민이네, 안 가 본 곳에 가 보이소.
데이트 통장 만들까?, 합리적인 소비를 할 수 있을 끼라요.
데이트 통장 만들까?, 합리적인 소비를 할 수 있을 끼다.
데이트할 때 너무 많이 묵는 남친이 고민이네., 건강이 걱정된다고 대화를 나눠 보이소.
데이트는 어디로 가노?, 맛집 투어도 좋지요.
데이트 비용이 너무 많이 나오네, 같이 상의해 보이소.
데이트 중에 정적 있어도 괜찮을까?, 정적이 있을 때 아무렇지도 않으믄 편안해진 기라요.
데이트하고 보통 몇 시쯤에 집에 들어가노?, 막차 타고 집에 오지요.
데이트하는데 무한리필만 가네, 다른 데이트를 제안해 보이소.
데이트할 시간이 없네, 마음이 없는 걸 수도 있어요.
도대체 사랑이 뭐꼬?, 그대가 사랑이라고 생각하는 모든 것들이 사랑이라 할 수 있어요.
도서관에서 항상 같은 자리에 앉는 여자가 계속 떠오르네., 첫눈에 반했나 봐요.
돈이 없으믄 연애를 안 하는 기 맞을까., 돈 없어도 할 수 있는 데이트 코스도 많아요.
동거 하다 걸렸네, 난처하시겠네예.
동거하는 거 부모님이 알게 되셨네, 오해를 풀고 사랑을 이어가이소.
동거하는데 헤어져야 할 거 같애, 단점들을 많이 봤나 봐요.
동거하다 사랑이 식으믄 우짤꼬?, 걱정하믄 아무것도 못해요.
동거하다 사랑이 식으믄 우얄꼬?, 걱정하믄 아무것도 못해요.
동거하다 사랑이 식으믄 우짤꼬?, 걱정하믄 아무것도 몬한다.
동거하다 사랑이 식으믄 우얄꼬?, 걱정하믄 아무것도 몬한다.
동거하다가 헤어질까 봐 걱정이네, 걱정하믄 아무것도 몬한다.
동거해도 될까?, 안 보이던 장점과 단점이 모두 보이게 될 끼라요.
동네 친구랑 썸 괜찮을까, 자주 만나고 좋을 끼라요.
동물 좋아하는 사람 우째?, 동물 좋아하는 사람치고 나쁜 사람 없어요.
동물 좋아하는 사람 우야노?, 동물 좋아하는 사람치고 나쁜 사람 없어요.
동물 좋아하는 사람은 착한가?, 따뜻할 거 같애요.
